summonerName,summonerLevel,rank,wins,losses,winRate,kills,deaths,assists,prefLane,campsKilled,minionsKilled,goldEarned,turretTakedowns,visionScore,dragonKills,longestTimeSpentLiving,totalDamageDealt,totalDamageTaken,gameDuration,gameStart
orejis,680,PLATINUM,10,15,0.4,7.4,6.12,6.24,MIDDLE,2.0,127.28,10985.48,1,16.76,0,564.96,101153.52,496526,27.12333333333333,16.182666666666666
Beobachter 2,536,PLATINUM,12,13,0.48,8.8,2.68,4.88,MIDDLE,28.76,171.88,12885.56,2,15.76,0,764.32,171138.36,413105,25.246,11.993333333333334
Peter Ludolf dif,842,PLATINUM,13,12,0.52,7.68,6.88,12.84,ADC,6.44,164.48,13383.08,2,17.96,0,554.12,143013.32,551746,28.706,16.272000000000002
Scsilveer,279,PLATINUM,13,12,0.52,9.92,6.76,6.04,JUNGLE,138.56,26.0,12902.44,1,26.16,1,532.6,211167.0,746561,27.99333333333333,18.162666666666667
ZEDisWANTED,257,PLATINUM,15,10,0.6,2.8,5.44,13.44,SUPPORT,0.84,36.8,8563.64,1,62.32,0,572.88,40110.0,426729,28.64333333333333,16.039333333333335
OneLocalHero,247,PLATINUM,18,7,0.72,9.16,5.84,5.4,ADC,22.12,193.84,15681.32,4,17.28,0,559.32,214948.32,576572,29.166,16.55933333333333
jynersej123,84,PLATINUM,10,15,0.4,9.28,7.84,8.16,MIDDLE,18.84,188.08,13930.52,2,16.84,0,512.88,179955.96,835975,30.986,17.612666666666666
Nightmareh,224,PLATINUM,15,10,0.6,10.4,9.52,10.0,MIDDLE,5.96,171.56,14314.72,2,16.4,0,412.96,158256.08,702994,28.168666666666663,19.136000000000003
El Pollo Bandito,451,PLATINUM,13,12,0.52,8.4,7.04,6.44,JUNGLE,28.0,156.92,12682.2,2,22.52,0,510.16,160044.24,601304,28.459333333333333,16.824
blob1437,654,PLATINUM,14,11,0.56,6.84,6.44,3.44,NONE,3.6,165.64,11618.56,2,9.76,0,448.0,155140.4,715924,25.338666666666665,16.918
BABAGI,443,PLATINUM,11,14,0.44,9.52,9.28,11.32,NONE,6.48,58.8,13863.96,1,5.28,0,236.32,78692.76,717559,20.54533333333333,16.686
Lox,454,PLATINUM,13,12,0.52,6.24,6.52,5.68,NONE,0.64,42.84,16357.72,0,3.44,0,214.68,70946.8,844655,19.564,16.645333333333333
MitsuKuma,314,PLATINUM,15,10,0.6,5.8,6.16,7.24,ADC,22.32,156.28,11977.08,2,15.68,0,630.0,158116.2,560370,29.645333333333333,11.169333333333332
Elysian Lucifer,557,PLATINUM,11,14,0.44,3.88,7.56,12.16,SUPPORT,1.36,76.8,11365.76,1,36.56,0,381.36,75715.52,656257,27.338666666666665,16.278
DrilleNissen,357,PLATINUM,8,17,0.32,6.32,8.2,8.76,NONE,16.44,85.56,13195.72,0,9.8,0,328.8,111299.12,754022,24.1,17.626666666666665
JKingpk,217,PLATINUM,14,11,0.56,5.44,6.44,6.76,MIDDLE,2.76,172.96,10711.04,1,19.6,0,447.72,127443.96,480957,27.366666666666667,14.941333333333334
Zero Motivation,258,PLATINUM,9,16,0.36,5.92,7.2,9.72,SUPPORT,7.64,99.72,11053.84,2,44.64,0,488.92,98396.04,551727,30.090666666666667,17.987333333333332
ImAlno,521,PLATINUM,11,14,0.44,8.64,5.44,4.72,ADC,4.16,206.2,13083.04,2,10.2,0,584.4,166560.44,497259,28.09933333333333,18.15
OMG ITS SARRIX,333,PLATINUM,17,8,0.68,5.76,6.32,10.36,SUPPORT,11.24,67.68,10768.8,2,31.0,0,531.72,90154.08,504278,29.412666666666667,16.19066666666667
ARES Ezarys,574,PLATINUM,16,9,0.64,7.84,6.12,7.36,MIDDLE,1.96,132.76,14372.2,1,14.6,0,322.64,129290.4,584854,23.75,19.48333333333333
zBuddha,740,PLATINUM,10,15,0.4,2.8,6.96,12.88,SUPPORT,0.4,31.48,8744.88,1,65.4,0,498.24,33395.84,504070,27.908666666666665,16.742
xKniven,240,PLATINUM,12,13,0.48,13.32,11.76,22.36,MIDDLE,8.6,74.64,15833.72,1,3.64,0,269.68,112026.6,905516,23.706,17.427333333333333
Tobsey,123,PLATINUM,16,9,0.64,5.56,5.96,5.24,NONE,3.52,162.96,10729.32,1,15.24,0,546.12,126708.04,529757,25.94933333333333,14.728666666666667
Lana Del Ahrey,776,PLATINUM,14,11,0.56,9.24,6.12,11.36,MIDDLE,47.44,139.52,13692.24,2,16.4,0,553.44,203831.4,679106,26.68933333333333,13.322
LSCÐ Yâng,259,PLATINUM,10,15,0.4,8.04,7.76,7.56,MIDDLE,28.48,173.92,13710.92,2,21.56,0,502.68,198044.36,731999,31.028666666666663,15.958
G2 Leonidas,77,PLATINUM,9,16,0.36,7.12,5.6,5.2,TOP,15.92,172.16,11921.44,1,17.04,0,652.56,152660.4,585407,27.89,15.332666666666666
17 shots nö 38,499,PLATINUM,10,15,0.4,8.64,5.24,7.76,TOP,8.8,184.84,14123.68,2,23.52,0,707.04,186801.8,703113,29.098000000000003,17.52
m4kOnkY,468,PLATINUM,11,14,0.44,6.56,6.44,7.32,TOP,20.28,156.88,12532.04,2,15.92,0,516.0,153038.36,687284,27.74333333333333,16.35
mçvádí,710,PLATINUM,14,11,0.56,5.84,5.2,9.4,JUNGLE,50.48,126.32,12329.24,2,27.8,0,743.08,165849.16,671492,30.54866666666667,17.663333333333334
Jajacubu,282,PLATINUM,14,11,0.56,6.04,5.72,5.12,TOP,12.6,165.44,11939.12,3,15.28,0,550.32,168437.92,758895,28.51333333333333,15.244666666666664
WafiFanGirls,157,PLATINUM,13,12,0.52,8.92,6.0,7.64,ADC,4.4,174.6,12364.64,2,13.48,0,498.24,151628.96,511660,28.004666666666665,16.301333333333336
WinDroseeN,113,PLATINUM,20,5,0.8,6.48,5.2,9.96,MIDDLE,6.68,191.52,12900.24,2,25.32,0,738.72,162763.64,655773,32.884,17.337333333333333
Leggiàk,403,PLATINUM,9,16,0.36,8.52,8.52,8.16,JUNGLE,60.92,81.84,13574.04,1,23.8,0,457.56,168994.44,909725,29.23133333333333,16.244
GCDHACKER,65,PLATINUM,13,12,0.52,7.96,5.96,6.32,ADC,7.2,191.72,13380.8,2,20.24,0,631.76,158724.76,563598,30.659333333333333,16.194666666666667
TwengoHengo,362,PLATINUM,17,8,0.68,6.8,6.6,6.2,JUNGLE,53.6,138.32,12644.56,3,11.6,0,560.76,183491.76,838981,28.208666666666662,18.424
LeRoiJOJOJ,480,PLATINUM,13,12,0.52,8.72,6.08,5.24,MIDDLE,9.4,120.64,13589.24,0,12.64,0,449.68,116539.0,695851,26.831333333333337,16.634
DeMoonSlayer,404,PLATINUM,11,14,0.44,8.68,8.84,6.32,MIDDLE,20.72,191.68,14003.2,2,23.72,0,469.0,200300.36,820871,32.106,12.255333333333336
AdriNM,560,PLATINUM,16,9,0.64,5.88,4.96,10.2,NONE,32.6,40.68,13466.48,2,24.84,0,445.52,94860.92,717465,25.904666666666667,13.700666666666669
Vivemarinejtm,188,PLATINUM,10,15,0.4,7.36,7.52,6.24,JUNGLE,109.92,82.64,12525.68,1,19.72,0,526.04,222363.48,881443,28.354,12.636
Error404Katarina,30,PLATINUM,15,10,0.6,5.16,5.32,5.32,TOP,5.84,142.84,10141.52,2,14.48,0,609.6,110312.04,664903,25.16333333333333,16.462
pokenils,471,PLATINUM,15,10,0.6,8.88,6.28,5.92,ADC,8.0,207.76,13738.04,2,17.28,0,626.08,167322.68,520846,30.444666666666667,15.052666666666664
REAL JAB,445,PLATINUM,16,9,0.64,6.84,6.2,6.48,NONE,34.8,106.32,14285.4,1,14.44,0,478.2,144102.44,658920,26.51066666666667,11.432
Phantom7801,400,PLATINUM,16,9,0.64,8.16,5.56,14.92,MIDDLE,4.48,159.56,14596.2,3,20.68,0,634.36,171720.2,542961,29.95733333333333,17.925333333333334
MFBB 555,440,PLATINUM,13,12,0.52,5.4,6.32,7.36,TOP,9.96,174.6,12524.0,2,34.08,0,543.24,155314.44,800396,31.080666666666666,17.438666666666666
CAKS Hervé NRV,575,PLATINUM,13,12,0.52,9.36,5.72,10.4,NONE,18.64,123.36,14745.64,2,11.4,0,445.96,146482.56,641782,25.838,18.711333333333336
Leif Terje,608,PLATINUM,11,14,0.44,9.56,6.48,6.44,ADC,3.52,189.12,13508.16,1,14.52,0,635.04,156577.4,663678,31.139333333333333,16.06
BobberSUP,518,PLATINUM,10,15,0.4,2.12,5.52,9.2,SUPPORT,6.68,34.96,7797.12,1,39.36,0,561.68,42415.44,424827,26.324666666666666,13.622666666666667
Edwin VanWeed,182,PLATINUM,15,10,0.6,9.2,5.6,8.04,JUNGLE,147.08,19.8,13146.08,1,13.48,1,602.68,232465.72,851615,28.67933333333333,16.968666666666667
PFP Paulux,358,PLATINUM,17,8,0.68,8.28,7.88,8.0,JUNGLE,105.04,32.8,13550.96,2,20.16,1,504.76,184962.68,763264,26.51,17.305999999999997
LastmekPatron,548,PLATINUM,13,12,0.52,7.72,6.88,8.08,MIDDLE,17.96,183.0,13884.2,2,20.32,0,567.36,179614.08,638255,31.984666666666666,13.279333333333334
IF8 Toniflo,663,PLATINUM,13,12,0.52,8.0,8.2,12.44,SUPPORT,0.48,57.56,11121.36,1,44.4,0,466.44,56446.16,641201,27.186,18.262666666666668
Anaos,362,PLATINUM,13,12,0.52,9.56,6.44,8.28,JUNGLE,83.6,71.6,14344.04,1,16.4,1,577.52,190333.32,1057108,30.386666666666667,17.277333333333335
Lahadrion,394,PLATINUM,12,13,0.48,6.52,8.16,7.76,TOP,2.8,154.44,11171.76,1,13.24,0,348.44,122364.72,708214,26.812,17.277333333333335
PCT Emily,203,PLATINUM,10,15,0.4,8.0,8.96,10.28,MIDDLE,8.16,156.12,13283.08,1,21.64,0,438.04,144744.24,741389,26.726,17.804666666666666
nailuj171,433,PLATINUM,13,12,0.52,4.2,5.32,14.32,SUPPORT,2.76,41.68,10107.4,2,48.68,0,607.28,60306.52,473290,28.686666666666667,15.164666666666667
Hawk280,327,PLATINUM,16,9,0.64,5.92,6.08,11.36,JUNGLE,41.52,70.72,12152.04,1,35.28,0,545.28,127489.08,665676,27.83,12.465333333333332
hoes4days,154,PLATINUM,14,11,0.56,4.64,4.8,7.84,MIDDLE,4.44,179.72,11466.88,1,23.92,0,596.44,130245.56,467861,29.267333333333333,13.154
ryski,243,PLATINUM,15,10,0.6,6.4,6.6,4.68,TOP,8.76,189.48,12974.92,3,16.88,0,515.72,177947.52,782552,30.23933333333333,15.814
Peel m t win,84,PLATINUM,14,11,0.56,4.36,4.4,10.44,TOP,34.28,87.08,10178.68,1,23.32,0,640.16,111335.6,578133,28.000666666666667,14.428
h3ntai phr0g,814,PLATINUM,14,11,0.56,7.04,7.64,6.84,MIDDLE,50.04,137.52,12404.28,1,20.2,0,547.48,181857.28,769841,30.02733333333333,15.829333333333333
luucaasssss,305,PLATINUM,16,9,0.64,10.12,7.84,17.24,MIDDLE,6.48,100.16,13039.84,1,9.92,0,319.28,106333.88,704645,23.536,13.983333333333333
multiplagofast,438,PLATINUM,16,9,0.64,11.24,6.64,7.44,JUNGLE,105.32,36.72,17290.04,0,9.16,1,407.08,211793.04,1116498,25.766666666666666,17.791999999999998
Smile374,328,PLATINUM,14,11,0.56,7.72,5.96,8.88,MIDDLE,48.0,160.92,13364.64,2,15.88,0,590.28,207214.16,921476,29.85333333333333,13.288
Mo4ning Myrtle,464,PLATINUM,15,10,0.6,5.44,5.48,5.76,MIDDLE,17.2,164.88,11521.16,2,16.48,0,521.56,144900.16,628276,28.86466666666667,18.404666666666667
xDalogg03,417,PLATINUM,14,11,0.56,10.36,5.96,5.4,MIDDLE,44.12,112.6,15220.68,1,12.12,0,459.48,165723.64,721925,26.043333333333333,14.922666666666666
SmolNuggets,350,PLATINUM,9,16,0.36,7.24,6.68,7.56,NONE,1.0,74.12,15118.08,0,14.0,0,376.52,105984.88,690795,24.556,19.10533333333333
Alloortiz,400,PLATINUM,13,12,0.52,8.48,7.44,12.08,MIDDLE,41.48,137.0,13993.2,2,17.92,0,497.8,175535.72,819281,28.132,18.063333333333333
LilyPeach,680,PLATINUM,13,12,0.52,7.04,7.28,7.52,JUNGLE,64.32,93.0,11857.64,1,29.56,0,480.32,167648.52,714126,28.901333333333334,14.224
Le Denk,122,PLATINUM,18,7,0.72,5.0,5.88,12.32,SUPPORT,27.72,40.92,10785.4,1,38.92,0,514.84,95834.92,577834,27.220666666666663,15.11
Elken,563,PLATINUM,9,16,0.36,8.56,5.36,8.32,MIDDLE,2.92,231.2,14045.28,2,19.24,0,687.56,171088.32,523229,31.976,17.236666666666668
madisson,682,PLATINUM,10,15,0.4,8.88,6.92,7.4,MIDDLE,2.36,148.28,13270.52,1,36.4,0,564.76,129163.28,594759,31.788,17.877333333333336
Makhlin,790,PLATINUM,13,12,0.52,6.52,6.88,6.6,NONE,5.12,123.8,13716.84,1,17.0,0,395.92,116949.8,620697,24.38533333333333,16.812666666666665
Ratatatatâ,438,PLATINUM,13,12,0.52,13.08,9.48,8.88,ADC,8.04,156.04,14498.56,2,19.16,0,425.92,148820.08,690938,31.818,16.075333333333333
stinkymorgulrat,610,PLATINUM,11,14,0.44,9.04,6.64,5.92,ADC,19.32,177.6,13815.08,2,16.24,0,602.92,175952.72,614035,29.50133333333333,12.334
Kimmie Possible,772,PLATINUM,10,15,0.4,8.44,7.2,17.2,MIDDLE,6.8,113.0,14203.96,1,13.32,0,456.64,124215.12,611184,26.84333333333333,10.684
Andrew Cake,484,PLATINUM,12,13,0.48,6.12,7.16,6.28,TOP,7.2,190.44,12956.16,2,17.08,0,523.96,175531.64,819036,30.375333333333334,13.736
GuyGibsonsDog1,507,PLATINUM,11,14,0.44,8.84,7.12,13.48,NONE,1.96,102.8,14275.0,1,7.08,0,347.88,104172.0,573087,23.65333333333333,17.900666666666666
Trippa al sugo,410,PLATINUM,14,11,0.56,6.96,5.84,6.84,JUNGLE,112.76,30.44,13166.16,1,18.84,1,555.24,191738.2,756134,25.98933333333333,16.698666666666664
NobodyEscapesss,431,PLATINUM,14,11,0.56,8.52,7.36,7.48,MIDDLE,19.28,150.4,14185.72,2,17.36,0,475.6,162682.28,854379,28.88733333333333,11.717333333333332
Rasket12,269,PLATINUM,17,8,0.68,5.28,5.16,14.88,SUPPORT,14.04,80.84,11547.72,1,46.04,0,547.6,93693.6,666879,29.563333333333333,16.35
Insane lux ,568,PLATINUM,12,13,0.48,8.76,7.4,11.92,SUPPORT,20.52,77.52,11938.12,2,27.04,0,443.32,111177.68,581292,25.236,15.623333333333331
Nicoliste,728,PLATINUM,10,15,0.4,8.2,6.44,12.2,ADC,9.12,174.32,13781.8,2,19.64,0,602.16,154664.48,648645,29.55666666666667,18.052666666666667
The Ruined 22,463,PLATINUM,13,12,0.52,7.32,6.32,6.92,NONE,7.96,65.4,15565.12,0,7.12,0,241.84,112721.52,592415,21.706666666666667,19.37133333333333
Le PatopurifiK,234,PLATINUM,10,15,0.4,2.8,5.8,10.72,SUPPORT,1.52,48.56,8648.44,1,59.96,0,557.0,39938.12,635120,28.13133333333333,12.645333333333332
Wa7d 7mar XD,96,PLATINUM,13,12,0.52,14.16,9.4,14.2,NONE,5.92,79.84,13883.2,2,11.28,0,309.64,100453.88,746607,22.324666666666666,18.561333333333334
STAY MAD KID ,264,PLATINUM,13,12,0.52,7.64,7.2,6.24,JUNGLE,73.6,99.64,12530.36,2,15.2,1,631.24,189116.6,948172,29.728666666666665,18.57133333333333
Vøffe,484,PLATINUM,12,13,0.48,5.0,8.6,17.2,SUPPORT,1.0,33.64,11106.84,1,57.28,0,521.92,42826.72,775721,31.538666666666664,15.925999999999998
I am JhinMCqueen,592,PLATINUM,12,13,0.48,4.92,7.72,17.44,SUPPORT,0.72,71.8,12233.0,2,32.92,0,521.04,68374.0,683074,29.622,12.966666666666669
Massafghanistan,744,PLATINUM,14,11,0.56,7.88,7.64,14.28,JUNGLE,53.92,43.64,12432.52,1,33.16,0,555.4,130687.28,774160,28.686666666666667,19.29733333333333
Shacolatier,689,PLATINUM,13,12,0.52,13.52,8.4,11.28,JUNGLE,114.68,49.12,15826.04,1,8.32,0,442.32,236815.04,822867,28.966666666666665,17.301333333333332
trollflameur,356,PLATINUM,15,10,0.6,7.16,7.24,7.16,ADC,19.44,221.72,14476.88,2,23.2,0,565.0,209248.56,842700,32.001333333333335,15.528
2biier,454,PLATINUM,14,11,0.56,4.04,5.28,6.72,JUNGLE,40.32,140.48,12466.0,2,22.48,0,604.16,160162.6,560985,28.534,15.584
V the thug V,502,PLATINUM,12,13,0.48,4.92,5.92,10.16,JUNGLE,75.8,40.56,9991.8,0,20.2,1,600.16,130708.36,712128,28.895333333333333,12.335333333333333
Kylar729,613,PLATINUM,9,16,0.36,8.36,8.64,14.72,NONE,38.72,30.08,13760.0,1,10.4,0,386.8,106936.16,804224,22.896,18.921333333333333
Dekra,441,PLATINUM,13,12,0.52,6.68,5.4,5.92,ADC,9.72,199.36,12728.24,2,17.36,0,702.44,174904.52,518088,30.796,13.978666666666667
IIIlIllllIIIlI,240,PLATINUM,17,8,0.68,1.96,4.04,13.68,SUPPORT,0.96,36.6,8200.92,2,64.2,0,649.64,32967.0,381029,27.172,17.19333333333333
junjiezou,86,PLATINUM,15,10,0.6,7.44,8.76,16.16,TOP,4.48,121.72,13389.92,2,10.16,0,352.96,117365.2,778436,25.476,16.686666666666667
caravane sniper,957,PLATINUM,14,11,0.56,11.08,9.0,11.56,ADC,14.8,155.56,14883.0,2,10.0,0,414.24,172046.4,660129,28.474,19.514666666666667
BEN ILias Ladon,431,PLATINUM,11,14,0.44,7.24,6.24,6.8,MIDDLE,9.2,149.36,13645.72,1,14.6,0,416.48,137637.32,701258,25.256666666666668,13.746666666666666
S4CHIN,385,PLATINUM,11,14,0.44,7.0,7.36,7.12,MIDDLE,1.16,145.64,13356.32,1,8.0,0,486.2,122806.16,640099,26.95,15.395333333333332
ReekPaTeet,411,PLATINUM,13,12,0.52,6.36,6.28,4.84,TOP,41.4,129.2,11972.88,2,16.68,0,487.12,166394.6,808389,27.77533333333333,11.423333333333334
Ulysse310,305,PLATINUM,9,16,0.36,5.64,7.04,7.52,JUNGLE,118.24,59.56,11838.24,0,22.16,1,551.64,207688.52,898984,31.563333333333333,18.278666666666663
Lishab V1,128,PLATINUM,15,10,0.6,7.44,5.2,5.6,NONE,9.76,105.28,14575.4,1,9.2,0,480.68,128773.36,619792,22.470666666666663,15.703333333333337
Stoppschild,462,PLATINUM,13,12,0.52,8.4,3.92,5.28,JUNGLE,123.76,16.8,12318.16,0,18.76,1,617.28,178217.4,646620,26.052,15.45
Natúral,276,PLATINUM,10,15,0.4,5.72,5.88,8.48,JUNGLE,113.56,33.12,12497.24,0,22.0,1,551.88,189838.76,844483,29.306,11.955333333333334
GameIsRiggedJng,703,PLATINUM,11,14,0.44,5.28,7.6,9.52,SUPPORT,87.6,52.76,12146.88,1,50.04,0,475.4,184118.56,728549,30.360666666666667,13.981333333333334
UnfireBird,77,PLATINUM,16,9,0.64,4.08,6.2,14.04,SUPPORT,1.88,78.4,10153.72,2,44.08,0,560.32,67080.76,563404,29.15533333333333,17.875999999999998
XSoulh,386,PLATINUM,13,12,0.52,7.8,6.56,10.56,ADC,20.4,152.68,12874.56,2,28.16,0,545.16,158323.68,615340,30.66,14.864
Khile,461,PLATINUM,11,14,0.44,7.68,7.52,5.52,TOP,11.56,157.76,12104.6,1,13.52,0,474.0,142232.6,747976,29.657333333333334,16.705333333333336
Auron011,216,PLATINUM,11,14,0.44,5.0,5.2,4.6,TOP,6.32,163.96,10671.64,1,14.32,0,561.28,133325.72,702546,26.68133333333333,14.354
AbdoSpeedy,169,PLATINUM,16,9,0.64,5.8,7.96,16.52,NONE,29.04,58.72,11758.6,2,23.6,0,383.88,102354.64,756302,24.028666666666663,15.086
T3v3zz,607,PLATINUM,13,12,0.52,7.04,6.56,7.0,JUNGLE,50.2,95.04,11334.88,1,13.24,0,490.64,144782.44,668648,25.49866666666667,16.593333333333334
ethans01,1197,PLATINUM,8,17,0.32,5.76,7.32,5.32,NONE,16.28,92.92,12655.52,0,9.6,0,319.76,119285.8,644891,22.33533333333333,16.505333333333333
Kayuet,114,PLATINUM,15,10,0.6,5.64,6.48,10.44,ADC,3.96,143.44,11744.84,2,31.56,0,604.64,118087.12,497775,29.927333333333333,16.729333333333333
PykOni,565,PLATINUM,16,9,0.64,4.56,7.0,9.44,MIDDLE,1.32,96.56,10088.24,2,34.4,0,480.08,76021.4,495473,28.376666666666665,20.096
Deigamer0926,380,PLATINUM,16,9,0.64,7.4,6.88,8.56,MIDDLE,2.04,98.04,16187.28,1,14.28,0,392.4,111289.04,833645,25.104,17.366666666666667
xXSilazoXx,86,PLATINUM,13,12,0.52,11.8,5.6,5.44,MIDDLE,6.24,180.32,14267.4,1,22.04,0,605.36,153836.24,679989,30.11733333333333,17.167333333333332
TBT Kayro,685,PLATINUM,10,15,0.4,5.48,6.2,8.2,MIDDLE,16.92,177.48,12144.0,1,19.16,0,486.64,163148.96,606980,28.375333333333334,16.884
SBS KiketteUwU,247,PLATINUM,15,10,0.6,7.28,7.2,6.76,MIDDLE,9.76,128.56,14340.56,1,12.32,0,405.36,136161.6,790427,27.781333333333336,17.042666666666666
Siiika,388,PLATINUM,9,16,0.36,7.56,7.4,7.24,JUNGLE,101.04,85.32,12977.52,1,23.32,1,482.52,206702.08,768591,30.37933333333333,14.633333333333333
Jynck,754,PLATINUM,12,13,0.48,4.84,7.0,9.76,SUPPORT,11.12,133.44,11423.12,2,42.28,0,629.4,121465.8,564752,30.47133333333333,15.256666666666666
TSW B4lrog,1018,PLATINUM,14,11,0.56,4.96,6.96,12.0,SUPPORT,9.04,103.92,11301.88,1,43.92,0,601.84,100921.64,663362,30.834666666666667,16.074
nicolaunoob,313,PLATINUM,15,10,0.6,6.12,5.84,8.8,JUNGLE,87.2,64.36,13158.6,1,20.84,1,526.16,183645.72,907446,29.058666666666667,14.846666666666666
nolimiz,265,PLATINUM,16,9,0.64,7.84,5.24,8.32,TOP,11.68,179.6,13199.0,2,19.4,0,641.44,163018.68,826461,29.034,16.687333333333335
Karaamjeet,724,PLATINUM,13,12,0.52,3.92,6.4,10.28,SUPPORT,0.64,34.16,10839.04,1,35.32,0,433.16,46911.68,703747,25.574,20.918666666666663
BobberSUP,518,PLATINUM,10,15,0.4,2.08,5.36,9.24,SUPPORT,6.68,34.44,7765.32,1,38.44,0,572.12,42342.4,423378,26.200666666666667,13.644666666666666
Sophisttsoul,483,PLATINUM,13,12,0.52,6.12,8.44,6.84,ADC,4.0,157.92,11665.16,1,19.92,0,468.52,123155.16,587475,29.09733333333333,17.187333333333335
Foxyinis,501,PLATINUM,10,15,0.4,7.84,5.4,7.96,JUNGLE,114.88,45.4,13223.28,1,19.52,1,538.76,215896.2,799160,27.97733333333333,18.125333333333334
Ønly For You,29,PLATINUM,14,11,0.56,7.88,8.68,5.6,ADC,6.88,183.48,12766.4,3,9.48,0,515.92,155419.64,633112,29.002,19.14466666666667
RKO Marshall Law,539,PLATINUM,14,11,0.56,9.52,7.28,6.56,MIDDLE,59.48,136.12,13650.0,1,17.52,0,521.08,200676.36,736898,30.376,13.595333333333334
GODZILLA99,669,PLATINUM,14,11,0.56,6.68,5.36,4.88,JUNGLE,60.84,97.04,11200.0,0,15.76,0,457.6,161646.16,586742,23.87066666666667,17.612666666666666
LKA,496,PLATINUM,14,11,0.56,4.52,6.72,11.92,MIDDLE,2.24,135.28,11265.32,2,28.2,0,562.76,118146.08,499828,27.854,15.721333333333332
killbill9898,79,PLATINUM,15,10,0.6,7.52,5.64,5.84,TOP,29.96,164.12,13620.2,3,12.92,0,697.08,188536.12,999022,28.792666666666666,16.579333333333334
NakedRiojan,422,PLATINUM,14,11,0.56,8.16,6.68,9.32,NONE,17.92,107.48,15138.68,1,14.64,0,475.36,134404.44,643002,25.508666666666667,17.068666666666665
STYLOSA,574,PLATINUM,15,10,0.6,5.4,6.96,16.88,SUPPORT,1.52,60.56,12029.64,2,42.16,0,459.88,71391.32,515228,25.421333333333333,21.490666666666662
Abu Abdalaziz,616,PLATINUM,11,14,0.44,8.92,7.44,6.6,ADC,7.0,161.08,12531.84,2,16.52,0,484.84,134715.24,638271,29.62133333333333,13.408
ME BERI BAD,266,PLATINUM,13,12,0.52,13.12,10.28,13.96,NONE,50.16,87.04,16362.52,1,14.32,0,382.04,170496.32,926648,26.962,16.534666666666666
Sultan Djinet,874,PLATINUM,13,12,0.52,9.64,9.56,7.88,NONE,0.88,98.88,13364.32,1,5.92,0,228.92,108728.0,678588,21.64333333333333,17.938666666666666
LethalFoxdiver,290,PLATINUM,10,15,0.4,7.72,5.68,5.2,JUNGLE,67.52,19.16,13885.32,0,8.28,0,377.8,140770.4,840381,21.08533333333333,15.682
DKS Bjon,199,PLATINUM,8,17,0.32,4.72,6.52,7.12,JUNGLE,64.28,76.16,11837.68,0,23.16,1,441.76,149819.52,928901,28.47,16.365333333333332
TheRealCraze,219,PLATINUM,11,14,0.44,5.92,5.72,4.84,NONE,27.4,15.24,15582.16,0,7.36,0,233.28,76178.76,564443,18.864,15.678666666666668
ººVoywyesu JRºº,770,PLATINUM,13,12,0.52,11.96,8.24,10.24,MIDDLE,29.28,158.92,15176.88,2,21.8,0,432.48,182309.88,723399,28.172,4.766
IRELIADASH,138,PLATINUM,11,14,0.44,7.4,6.68,4.88,MIDDLE,8.28,173.52,11699.2,1,14.92,0,439.12,137948.92,696524,27.272,8.41
DGA Bob Razowski,498,PLATINUM,11,14,0.44,8.44,9.44,9.88,JUNGLE,51.2,91.2,12386.56,1,10.56,0,394.76,152607.2,756247,24.110666666666667,17.58
Pivasik,532,PLATINUM,13,12,0.52,6.04,6.6,13.84,SUPPORT,2.56,63.44,10588.2,1,31.48,0,402.28,68896.32,481117,24.890666666666668,12.492666666666668
Boski Katlove,285,PLATINUM,11,14,0.44,11.16,8.84,5.56,MIDDLE,2.76,156.36,13610.44,1,18.68,0,430.52,145339.92,791343,30.53333333333333,8.431333333333333
Misterr P,618,PLATINUM,14,11,0.56,12.84,7.48,9.96,MIDDLE,8.6,152.28,14411.4,2,13.8,0,501.6,144330.68,724962,30.252666666666663,7.912000000000001
ZennRaf,450,PLATINUM,13,12,0.52,9.12,6.2,9.04,JUNGLE,73.2,78.16,13045.72,1,29.44,0,576.6,163357.88,680763,28.837333333333333,11.754
Vankell,789,PLATINUM,10,15,0.4,6.64,6.0,8.8,MIDDLE,13.36,141.76,11874.48,1,30.08,0,596.16,130502.04,641384,29.139333333333333,14.464
SMKOK,64,PLATINUM,15,10,0.6,8.56,4.68,8.48,JUNGLE,178.96,39.6,14106.48,1,34.6,1,787.76,302898.56,919542,31.630666666666663,13.6
thalliste,338,PLATINUM,15,10,0.6,6.32,5.08,8.8,JUNGLE,146.36,63.04,13219.0,1,27.24,1,629.0,259453.24,783937,30.374,16.886666666666667
eleloi,639,PLATINUM,12,13,0.48,8.72,5.8,4.0,MIDDLE,3.92,117.6,12393.4,1,10.04,0,354.32,106053.96,588102,23.825333333333333,15.88
eternal bIeeding,443,PLATINUM,16,9,0.64,6.04,5.04,6.36,TOP,10.64,178.6,11921.2,2,15.6,0,587.72,146375.32,607802,29.12933333333333,17.472666666666665
Meto The Avatar,390,PLATINUM,10,15,0.4,6.32,8.36,8.56,SUPPORT,42.32,77.96,11585.4,2,31.2,0,525.64,133343.84,837033,30.081333333333337,16.519333333333332
DreamsTaken,458,PLATINUM,14,11,0.56,3.64,3.16,14.88,SUPPORT,1.64,57.76,9361.04,2,38.92,0,811.56,55705.64,458280,28.212666666666667,17.437333333333335
