summonerName,summonerLevel,rank,wins,losses,winRate,kills,deaths,assists,prefLane,campsKilled,minionsKilled,goldEarned,turretTakedowns,visionScore,dragonKills,longestTimeSpentLiving,totalDamageDealt,totalDamageTaken,gameDuration,gameStart
GODLIO,696,EMERALD,11,14,0.44,6.12,5.04,8.92,MIDDLE,4.36,171.24,12251.6,1,28.2,0,622.16,129152.72,533760,29.062666666666665,15.530666666666669
sup im straight,738,EMERALD,9,16,0.36,5.0,8.0,5.28,ADC,14.2,104.76,9434.08,1,16.68,0,396.6,91406.28,621253,25.616666666666667,13.968
Simonmichto,539,EMERALD,10,15,0.4,5.72,5.16,8.72,MIDDLE,4.64,183.04,12273.16,1,31.6,0,617.72,156183.92,473620,28.388,16.866666666666667
Schneemond,374,EMERALD,16,9,0.64,8.12,7.32,10.0,NONE,2.28,44.04,16832.12,0,3.36,0,216.96,88882.36,886150,19.82133333333333,16.106666666666666
Carliños06,597,EMERALD,15,10,0.6,8.68,6.6,6.96,MIDDLE,7.16,222.12,14905.72,2,18.28,0,664.72,188416.84,769347,32.208,16.846666666666668
BIãncõ,329,EMERALD,20,5,0.8,8.4,5.84,7.52,MIDDLE,3.16,147.96,11617.64,2,15.84,0,580.92,115159.12,575405,28.512666666666668,16.063333333333333
Shion25,87,EMERALD,10,15,0.4,6.16,7.16,5.6,MIDDLE,4.84,191.28,12081.36,2,24.96,0,571.24,152206.76,584286,28.362,16.518
Adeamus,556,EMERALD,11,14,0.44,3.08,5.92,6.44,TOP,4.12,119.76,9298.12,1,33.68,0,543.16,93608.36,520892,25.942666666666664,13.986
TryndaNeviRFiora,524,EMERALD,14,11,0.56,6.08,7.4,6.36,JUNGLE,75.88,139.28,13189.88,2,25.4,0,627.08,217319.36,810077,32.09466666666667,16.134
2HY,558,EMERALD,17,8,0.68,9.8,4.56,7.36,JUNGLE,96.0,112.68,15778.08,2,17.8,0,659.96,240451.56,831183,30.078666666666667,13.963333333333331
Egyptisch Sletje,483,EMERALD,11,14,0.44,7.32,8.08,8.88,ADC,2.6,170.92,12341.8,2,16.48,0,447.72,150166.08,575032,29.302666666666667,15.186
Puça Galàctica32,939,EMERALD,16,9,0.64,13.8,7.76,9.6,ADC,19.92,177.28,16751.52,3,17.72,0,449.6,200552.48,753971,28.98733333333333,13.958
101111000100,121,EMERALD,15,10,0.6,2.76,5.88,16.0,SUPPORT,0.76,23.12,8759.0,1,63.44,0,545.96,32192.8,593155,28.03666666666667,17.595333333333333
Waldener,80,EMERALD,11,14,0.44,7.8,8.0,8.76,MIDDLE,6.24,152.6,11918.44,1,11.56,0,406.36,124683.08,620882,25.51333333333333,14.263333333333332
Chtiwa Rabe,746,EMERALD,18,7,0.72,9.64,4.68,7.52,ADC,3.04,181.8,13696.64,3,15.64,0,525.84,148936.2,578963,28.966,14.672666666666666
Momo46,806,EMERALD,10,15,0.4,6.76,9.04,11.72,TOP,1.76,142.4,12386.84,2,8.28,0,383.04,125081.84,784507,25.398000000000003,12.64
Jafer08,716,EMERALD,14,11,0.56,5.12,6.76,14.16,SUPPORT,3.72,110.48,11240.24,1,53.24,0,585.04,92281.84,637120,30.332,17.44
SoULx SOLO Q ZED,525,EMERALD,11,14,0.44,7.6,5.84,6.92,MIDDLE,5.64,154.04,12415.44,2,17.2,0,475.24,129751.24,542797,26.624,9.051333333333334
Poro Schlitzer,76,EMERALD,12,13,0.48,8.28,6.76,6.0,TOP,6.36,179.08,12344.72,1,12.04,0,464.24,144581.04,686592,26.895333333333333,16.125999999999998
k1sh,222,EMERALD,13,12,0.52,1.88,6.52,19.68,SUPPORT,0.0,35.56,9431.76,1,61.76,0,618.28,30747.04,659475,31.71,11.341333333333331
WelshDragon52,78,EMERALD,15,10,0.6,2.12,5.36,15.6,SUPPORT,0.52,25.84,8254.04,2,53.64,0,606.0,24772.08,458305,27.702,16.606
KluftkrabbIer,418,EMERALD,11,14,0.44,8.52,6.32,7.36,MIDDLE,17.96,171.4,13262.2,1,13.04,0,534.36,158751.12,540495,28.258666666666667,12.867333333333333
Robinrap,473,EMERALD,14,11,0.56,10.8,7.56,7.72,TOP,25.68,149.12,16205.68,2,15.84,0,496.96,188882.88,880898,29.97533333333333,16.833333333333332
Chisakii,546,EMERALD,13,12,0.52,7.08,5.8,8.24,MIDDLE,1.8,142.64,12861.32,1,28.52,0,577.92,121962.8,613790,27.75733333333333,16.834
ToastyMcRoasty,643,EMERALD,10,15,0.4,5.8,5.24,10.64,SUPPORT,18.48,78.64,11195.72,1,39.48,0,571.72,106960.36,528516,28.634,17.828
24caratsgold,191,EMERALD,10,15,0.4,13.4,7.8,8.04,ADC,5.92,182.0,15451.24,2,15.24,0,487.52,176155.56,660634,29.77133333333333,11.587333333333332
elSamurai ,860,EMERALD,14,11,0.56,9.36,8.44,11.56,MIDDLE,31.6,122.28,13425.24,1,11.6,0,508.28,165710.52,768045,25.671333333333333,11.402
RollerFire,683,EMERALD,11,14,0.44,7.48,6.48,6.68,TOP,4.04,193.36,13904.44,3,15.8,0,588.68,173448.36,1028921,30.028666666666663,14.857333333333337
denisrj420,297,EMERALD,16,9,0.64,4.64,6.4,14.2,SUPPORT,2.16,60.84,10272.24,1,48.68,0,536.92,68525.52,560114,30.27466666666667,6.881333333333333
DuygusuzPezenk,59,EMERALD,14,11,0.56,6.68,6.08,7.36,MIDDLE,19.76,165.36,12894.84,2,18.88,0,537.72,171006.32,539176,28.104666666666667,8.601333333333335
Akaagi,449,EMERALD,12,13,0.48,2.84,5.84,9.76,SUPPORT,1.0,55.72,10197.56,1,31.72,0,458.08,57303.48,471446,24.627333333333336,12.143333333333334
hugovr,504,EMERALD,12,13,0.48,10.16,6.12,8.4,JUNGLE,24.68,205.44,16050.36,2,14.64,0,623.76,230323.96,928034,32.13733333333333,12.481333333333334
NoPepitoForU,120,EMERALD,12,13,0.48,6.8,7.08,9.36,NONE,26.0,45.24,14545.88,1,8.28,0,291.36,94647.04,680157,21.61733333333333,14.159333333333333
ToxicK1ng27,250,EMERALD,13,12,0.52,8.2,6.4,6.04,MIDDLE,3.52,176.2,12479.52,2,21.68,0,473.92,138547.12,562023,26.730666666666664,16.150666666666666
RED SHOES,268,EMERALD,16,9,0.64,4.68,5.92,14.32,SUPPORT,2.8,87.0,11031.12,2,40.96,0,575.96,83683.48,601365,28.608666666666668,13.472666666666669
Kaél,853,EMERALD,15,10,0.6,9.76,10.6,8.2,ADC,23.04,215.0,15611.24,2,20.12,0,333.4,234280.84,1007364,32.29,14.644666666666666
zebber1104,138,EMERALD,17,8,0.68,4.36,3.68,9.4,TOP,1.0,190.6,11342.28,2,10.72,0,651.4,136991.84,773923,29.212,15.684
MrScene,241,EMERALD,18,7,0.72,6.4,5.92,9.8,MIDDLE,22.12,132.4,11685.2,1,17.72,0,581.36,128280.48,679771,27.104666666666667,16.125999999999998
Gutnac,385,EMERALD,14,11,0.56,8.68,6.68,6.2,ADC,11.24,214.04,13847.6,2,13.12,0,541.16,177330.64,536421,28.703333333333333,18.492666666666665
JUPITERV,192,EMERALD,15,10,0.6,4.72,7.44,3.88,TOP,11.96,203.08,12666.88,3,17.8,0,509.28,168378.32,796014,29.944666666666667,17.131333333333334
Dtor,913,EMERALD,14,11,0.56,9.12,4.28,5.88,MIDDLE,4.2,209.32,13619.4,1,18.48,0,726.4,163132.52,559505,30.78533333333333,16.619333333333334
Kuudereji,97,EMERALD,11,14,0.44,6.64,7.92,13.4,ADC,11.12,110.0,11913.8,1,24.72,0,416.8,112489.04,636460,26.91133333333333,16.074
LightFireA,779,EMERALD,10,15,0.4,8.88,6.56,7.68,JUNGLE,112.04,48.72,13505.92,1,23.44,1,502.4,209467.28,865300,27.02533333333333,15.323333333333332
Civil Engineer 1,558,EMERALD,14,11,0.56,2.2,5.12,12.72,SUPPORT,2.56,58.72,8905.32,1,63.48,0,635.44,53676.68,409141,28.804,14.9
Klöten Köter,449,EMERALD,13,12,0.52,8.24,6.84,5.2,TOP,2.96,134.24,11335.08,1,8.2,0,499.68,106163.28,731074,27.29866666666667,13.836
CloudAtlas1,70,EMERALD,8,17,0.32,5.36,9.16,7.32,MIDDLE,3.68,126.16,10608.44,1,25.92,0,448.16,113420.8,829598,28.866,13.824666666666667
shinchan rank 1,555,EMERALD,14,11,0.56,2.96,6.04,15.32,SUPPORT,2.88,64.28,10351.76,2,75.32,0,672.48,67253.6,467678,32.24133333333334,14.988666666666669
I Kick Haters,88,EMERALD,14,11,0.56,8.88,5.96,6.6,ADC,28.28,158.68,12924.56,2,17.0,0,558.68,160471.04,597122,27.09466666666667,15.762
Infurnii,508,EMERALD,16,9,0.64,4.92,6.6,8.48,JUNGLE,62.68,137.12,12551.68,2,29.64,0,575.96,200010.04,791259,30.146,17.086000000000002
24Etlaz,572,EMERALD,10,15,0.4,8.48,8.4,4.92,MIDDLE,1.88,194.28,13502.0,2,18.8,0,471.8,159531.84,817319,29.84733333333333,16.301333333333336
iopo,740,EMERALD,12,13,0.48,9.04,6.04,5.44,MIDDLE,1.6,163.04,11661.68,2,14.04,0,489.36,123779.8,591327,25.740666666666662,16.416666666666668
ComeKissTheKENCH,458,EMERALD,11,14,0.44,6.8,5.2,7.8,MIDDLE,2.92,163.72,12334.48,2,14.16,0,591.84,135382.12,975286,28.494000000000003,13.806666666666668
DnanKlotoThe7th,1014,EMERALD,11,14,0.44,6.24,8.56,3.52,TOP,16.68,202.84,13175.52,2,13.4,0,413.92,195151.04,966030,28.492666666666665,13.688
Hi Im DonPotato,410,EMERALD,11,14,0.44,5.16,6.4,12.88,SUPPORT,1.92,66.56,10379.04,2,44.52,0,631.44,69097.24,520878,29.53533333333333,16.610666666666667
FuagaFüller69,501,EMERALD,13,12,0.52,8.16,6.44,10.68,NONE,35.28,25.28,14312.68,0,8.8,0,306.36,95651.24,775106,22.376,18.081333333333337
Fr3ddyFazBear,641,EMERALD,10,15,0.4,5.28,6.64,14.28,JUNGLE,116.76,30.68,11752.72,2,22.88,1,621.68,181281.68,722881,29.79133333333333,17.506666666666668
HitMeBaby1,452,EMERALD,13,12,0.52,9.92,7.32,7.76,JUNGLE,54.64,117.36,13222.24,2,23.2,0,545.64,166269.4,702445,29.51333333333333,12.772
Lord Urwitch,80,EMERALD,12,13,0.48,7.56,5.96,4.52,MIDDLE,11.84,208.44,13705.48,2,21.68,0,719.8,171452.72,808458,31.8,20.37
Thedioud,322,EMERALD,16,9,0.64,7.32,4.96,10.16,JUNGLE,86.28,79.84,12152.08,2,23.28,0,631.24,184556.24,695044,27.586666666666662,17.527333333333335
Ajhc,75,EMERALD,12,13,0.48,5.64,6.56,7.68,ADC,6.16,174.72,11879.12,2,19.16,0,528.96,137912.28,536842,29.45533333333333,9.616
Backstabbing,165,EMERALD,19,6,0.76,9.56,6.36,11.44,JUNGLE,174.24,49.32,15379.52,2,22.8,2,594.52,300985.84,831558,32.39266666666666,15.466666666666669
Fandandango,302,EMERALD,15,10,0.6,5.64,6.68,4.92,TOP,9.16,201.32,12715.72,3,13.24,0,566.68,167582.04,632215,29.60333333333333,10.864
Robinskii,636,EMERALD,9,16,0.36,7.76,7.88,5.36,MIDDLE,3.76,151.24,11232.44,1,9.28,0,400.84,120329.44,648277,25.125333333333334,17.755999999999997
Daviide,620,EMERALD,12,13,0.48,9.56,9.2,7.28,JUNGLE,44.2,124.2,13125.92,1,13.4,0,420.8,163301.64,894225,28.6,16.188
Mattewoow,619,EMERALD,17,8,0.68,3.36,5.76,14.76,SUPPORT,18.08,30.12,9474.6,2,51.92,0,619.64,60349.96,560217,28.368,18.518666666666665
DongZhongNan,113,EMERALD,16,9,0.64,8.2,4.8,7.32,TOP,11.24,197.4,13348.84,2,12.4,0,536.6,178332.64,632053,27.108,15.12
Queen of Dunes,374,EMERALD,16,9,0.64,3.44,5.08,7.64,TOP,4.0,181.6,11533.4,3,17.36,0,645.48,147223.84,820348,30.726,16.520666666666667
BlueNetryx2,148,EMERALD,14,11,0.56,5.92,6.08,7.56,MIDDLE,5.08,164.96,12714.36,1,17.08,0,488.28,145600.12,692514,27.162,17.934
WalkingTumor420,136,EMERALD,8,17,0.32,8.4,7.68,6.12,MIDDLE,26.52,163.24,12798.88,1,16.32,0,496.76,169397.92,714873,29.927333333333333,11.096
Ryuu SS,115,EMERALD,12,13,0.48,7.2,6.8,4.12,TOP,8.28,194.72,12610.52,2,10.52,0,496.88,156052.52,571835,28.37933333333333,14.591333333333331
TheNiTC,396,EMERALD,16,9,0.64,7.52,7.08,3.8,MIDDLE,1.88,167.84,12039.72,1,18.4,0,361.72,125367.84,454771,24.862666666666662,14.63
i want díe,165,EMERALD,13,12,0.52,10.44,8.2,15.0,ADC,2.28,150.2,14354.04,1,8.6,0,399.04,129677.84,679854,24.476666666666667,19.69
Mudda Simon,336,EMERALD,9,16,0.36,4.96,5.28,3.84,TOP,6.6,195.84,11996.52,3,17.36,0,659.2,159449.68,868015,27.806,16.348
Master of Yí,503,EMERALD,17,8,0.68,11.96,6.36,5.36,JUNGLE,155.96,45.48,15055.92,2,18.36,1,615.08,283121.2,734361,30.78533333333333,12.130666666666666
Ådapted,270,EMERALD,13,12,0.52,7.24,7.56,4.68,TOP,14.96,190.52,13700.88,3,17.04,0,480.24,180671.36,860695,29.608666666666668,18.6
Yattaa,624,EMERALD,13,12,0.52,6.08,6.36,7.0,JUNGLE,137.76,33.0,11892.32,2,24.72,2,600.12,219358.88,802053,29.648000000000003,13.480666666666668
ThunderboIt,989,EMERALD,15,10,0.6,12.04,9.48,22.76,NONE,2.24,95.48,15619.8,2,21.08,0,467.28,129363.56,597554,26.168,18.880666666666663
A Toxic Vayne,409,EMERALD,15,10,0.6,7.48,6.96,7.08,NONE,8.24,84.08,16325.88,1,8.68,0,271.76,107264.0,629998,22.912666666666667,16.354666666666667
TheCroneZ,884,EMERALD,15,10,0.6,4.16,6.0,18.56,SUPPORT,1.56,48.08,10635.0,2,50.48,0,515.84,57699.4,577304,28.947333333333333,16.739333333333335
l Lack Serotonin,853,EMERALD,8,17,0.32,9.04,7.52,10.76,MIDDLE,1.48,186.04,13667.72,1,25.68,0,604.04,163675.72,512029,32.06733333333333,15.722666666666669
Gashru1,219,EMERALD,8,17,0.32,3.36,7.56,10.36,SUPPORT,13.84,77.44,9449.44,1,40.24,0,518.44,82464.16,717287,28.992666666666665,11.3
Zed 3fiL,57,EMERALD,12,13,0.48,8.16,6.16,5.12,MIDDLE,5.52,200.32,13533.72,2,18.12,0,574.44,182625.24,714829,29.702,17.40266666666667
exxodia,492,EMERALD,14,11,0.56,5.72,7.08,16.56,SUPPORT,1.84,46.76,12071.8,1,42.16,0,446.0,58454.2,735802,26.57133333333333,12.054666666666666
Die 1Ordnung,443,EMERALD,9,16,0.36,5.36,5.92,4.68,TOP,2.44,164.08,10028.08,1,10.72,0,477.32,114980.32,671355,25.73133333333333,16.955333333333336
ImRyZeh FR,280,EMERALD,14,11,0.56,6.12,6.56,5.08,TOP,12.76,195.2,12668.6,2,23.36,0,561.8,166777.64,569108,28.542,12.29
qwetyuiop96ita,56,EMERALD,14,11,0.56,6.8,5.8,3.4,TOP,11.32,168.44,11575.12,2,11.88,0,436.92,150399.12,595143,24.378666666666668,17.555999999999997
LimiTless0727,423,EMERALD,12,13,0.48,9.0,7.48,8.32,NONE,12.4,103.24,14568.72,1,12.24,0,334.32,123418.28,829865,24.314666666666668,17.855999999999998
ratte oortjes,474,EMERALD,13,12,0.52,3.2,8.16,12.8,SUPPORT,0.72,44.0,9051.08,1,45.12,0,472.56,40446.64,550891,28.722666666666665,17.747333333333334
CoGo Akiro,75,EMERALD,11,14,0.44,5.44,7.4,4.4,TOP,9.32,195.52,11598.16,2,14.56,0,486.08,146940.08,637452,27.286,16.880666666666666
ThatsWhatSh3Zedd,63,EMERALD,16,9,0.64,11.44,5.92,4.92,JUNGLE,89.64,103.92,14041.48,3,13.84,0,505.24,217719.24,811534,26.119333333333334,13.196
RixaYah,604,EMERALD,11,14,0.44,6.64,7.52,19.48,NONE,2.4,93.52,12819.88,1,6.28,0,374.4,91778.24,579622,24.07,19.65266666666667
Apricoria,182,EMERALD,10,15,0.4,6.84,7.04,5.84,MIDDLE,14.72,192.16,13625.76,2,22.56,0,644.84,181909.16,655631,31.472666666666665,17.549333333333333
ProductionsZ,321,EMERALD,10,15,0.4,9.44,10.52,9.36,ADC,43.04,119.2,13477.44,1,18.84,0,371.96,163223.48,726580,28.152,16.457333333333334
Puddingfritze,770,EMERALD,15,10,0.6,7.56,7.72,7.96,JUNGLE,83.92,131.96,13940.64,3,21.24,1,513.84,234016.44,964789,30.38266666666667,14.638666666666667
LFC ExShein,425,EMERALD,13,12,0.52,9.64,7.64,9.36,JUNGLE,110.12,52.04,13481.48,1,12.12,1,494.64,206008.4,756484,27.665333333333333,15.792
T1x Leos,663,EMERALD,12,13,0.48,10.84,10.88,21.0,NONE,0.24,59.4,14207.84,1,4.96,0,227.16,82182.24,808065,20.86466666666667,12.446666666666664
V HarmaN V,654,EMERALD,9,16,0.36,6.48,9.96,7.68,JUNGLE,117.44,83.6,12964.4,1,28.08,1,490.04,236658.4,1018103,31.654,16.012
L9 Big Laden,773,EMERALD,13,12,0.52,11.6,10.2,10.76,MIDDLE,6.12,119.64,13389.68,1,9.64,0,332.0,123643.0,613849,24.658,14.555333333333332
Inzaire,444,EMERALD,13,12,0.52,8.52,5.24,7.88,ADC,1.72,199.44,13256.32,2,19.76,0,591.24,156341.96,419375,28.986,17.634666666666664
Kazzuki,664,EMERALD,14,11,0.56,12.36,10.76,27.88,MIDDLE,0.52,77.6,15472.68,1,12.96,0,352.6,100903.16,985952,28.03933333333333,14.514
Lelouch420,92,EMERALD,8,17,0.32,5.88,6.96,8.56,TOP,16.92,135.64,11408.48,1,19.6,0,465.48,124331.2,733217,28.402,16.336
Syulas,595,EMERALD,19,6,0.76,10.48,5.0,5.72,NONE,24.92,108.52,14160.12,1,13.56,0,413.28,137422.12,720626,24.979333333333333,16.704666666666665
OoMoO,396,EMERALD,12,13,0.48,3.92,5.72,10.32,JUNGLE,73.16,36.64,9858.56,1,43.0,0,548.28,123506.32,640657,28.188,10.963333333333331
Stupid Teemo,276,EMERALD,14,11,0.56,9.68,8.84,14.36,TOP,40.28,104.52,14358.2,2,14.08,0,420.36,166644.44,798575,27.595333333333333,14.967333333333332
F to dance UwU,773,EMERALD,11,14,0.44,7.2,8.28,12.84,ADC,31.76,83.64,13111.68,2,21.92,0,553.48,122351.12,801186,29.008666666666667,8.06
Juhissi,335,EMERALD,12,13,0.48,9.16,5.76,7.64,ADC,6.04,196.68,13474.88,2,19.72,0,651.72,157916.6,519280,29.907333333333334,19.572
Asians Invasion,161,GOLD,14,11,0.56,9.12,8.6,14.64,JUNGLE,47.12,24.12,14443.68,1,18.2,1,340.68,110811.56,1043855,25.72533333333333,12.056666666666668
I3luex3,174,GOLD,14,11,0.56,5.12,7.24,12.56,SUPPORT,2.12,58.56,10830.4,1,57.08,0,573.92,76531.2,633892,31.226,13.75
SimoDXD06,394,GOLD,7,18,0.28,4.48,6.88,13.12,NONE,16.2,48.16,11768.52,0,21.8,0,352.56,75024.2,660380,24.058666666666667,18.854666666666667
lets smile,215,GOLD,16,9,0.64,10.88,5.2,6.8,MIDDLE,7.56,145.8,12953.92,1,15.08,0,621.36,145014.76,586533,28.012666666666668,13.444666666666668
DragonBeatss,539,GOLD,13,12,0.52,8.08,7.92,9.24,TOP,6.84,147.08,14250.32,1,16.52,0,457.72,149437.24,799690,29.366666666666667,20.13266666666667
KaysorSmurf,78,GOLD,15,10,0.6,6.88,7.12,10.32,JUNGLE,53.76,104.64,12650.6,2,42.08,0,544.68,158160.64,691156,30.26533333333333,15.057333333333334
PikaFanboy,332,GOLD,16,9,0.64,7.16,6.44,5.48,TOP,18.96,162.04,12314.52,2,17.84,0,538.52,153511.92,732446,28.490666666666662,17.41
RaúlRaúl,341,GOLD,11,14,0.44,9.32,6.6,11.52,ADC,6.28,169.24,13509.2,1,15.96,0,546.6,150899.4,553026,29.395333333333333,17.205333333333332
icemanCDMT,218,GOLD,16,9,0.64,11.48,6.88,6.6,MIDDLE,3.2,186.64,14083.56,2,23.2,0,572.44,168799.72,701862,31.036,18.094
xArcher,476,GOLD,12,13,0.48,9.48,7.68,10.44,MIDDLE,5.2,92.84,11996.2,1,15.12,0,444.8,91432.0,664079,26.44533333333333,14.526666666666667
MyBladeisYours11,164,GOLD,10,15,0.4,3.92,6.24,5.76,TOP,16.08,171.52,12324.0,3,33.84,0,608.68,166608.68,777473,30.177333333333333,18.444666666666667
Tixkster,305,GOLD,11,14,0.44,5.28,6.76,9.16,JUNGLE,109.64,46.28,11328.08,0,21.28,0,594.04,185570.88,939258,29.8,13.211333333333332
Martyno92,404,GOLD,11,14,0.44,7.84,7.0,8.44,NONE,22.04,23.88,15451.36,0,4.32,0,231.6,101186.64,861768,19.74333333333333,17.464
hamzaab123,376,GOLD,11,14,0.44,5.6,7.92,9.24,SUPPORT,12.56,101.28,10517.76,2,35.36,0,475.16,106548.48,607450,27.625333333333334,17.68933333333333
catchafizz,164,GOLD,14,11,0.56,5.96,5.92,9.88,SUPPORT,15.72,81.16,10705.32,1,42.4,0,561.44,96650.84,472844,28.19,16.148
KaNeKi       0,125,GOLD,13,12,0.52,9.24,7.56,6.88,JUNGLE,54.44,112.04,13028.56,2,17.24,0,477.48,170780.0,711572,27.60533333333333,13.044666666666666
FKhaldi,417,GOLD,14,11,0.56,10.2,10.0,18.6,ADC,3.24,80.32,13650.84,1,6.84,0,316.12,91389.36,797322,24.606,17.355999999999998
The Mango Loco,522,GOLD,10,15,0.4,11.6,10.44,12.0,MIDDLE,9.92,134.0,14321.2,1,9.76,0,348.92,134060.0,845653,26.83,17.081333333333337
K423Kv2,98,GOLD,14,11,0.56,6.88,5.64,8.04,JUNGLE,92.92,100.32,13166.48,2,27.44,1,627.04,216625.2,826405,31.985333333333333,13.108666666666666
CruizAider,363,GOLD,16,9,0.64,6.68,6.24,8.32,MIDDLE,1.36,143.48,13933.0,1,14.56,0,473.68,137345.8,590168,27.860666666666667,17.573333333333334
S1lentFox,514,GOLD,14,11,0.56,9.52,6.72,11.64,NONE,1.16,100.28,14463.48,1,12.44,0,442.6,99796.84,626576,24.453333333333333,16.49
lchVeigarmich,762,GOLD,12,13,0.48,6.2,7.12,4.76,MIDDLE,11.08,178.04,12332.52,2,15.28,0,502.04,166039.12,656185,28.566,15.726666666666668
Troudeney,306,GOLD,14,11,0.56,6.6,8.48,6.04,JUNGLE,88.12,83.76,12407.2,1,17.0,0,418.52,204778.64,789715,28.924,13.684666666666669
WhyShacoBan,62,GOLD,12,13,0.48,8.36,7.24,18.88,NONE,2.0,80.16,12590.92,2,15.68,0,327.56,92878.36,631432,22.348666666666663,15.024
Blitzboi Cranki,344,GOLD,17,8,0.68,5.12,5.28,12.08,SUPPORT,6.72,83.84,10482.52,1,37.16,0,509.56,96958.44,456694,26.22733333333333,17.241333333333333
OrangeRequiem,595,GOLD,13,12,0.52,9.0,7.68,7.36,JUNGLE,93.16,39.12,13796.04,0,25.2,0,386.76,176955.48,910853,28.466,19.537333333333333
Pil Leep,518,GOLD,13,12,0.52,6.0,5.76,6.44,JUNGLE,95.84,86.76,11700.4,1,22.56,1,677.12,187448.68,715528,28.802,19.031333333333336
carumba7,453,GOLD,19,6,0.76,9.64,6.48,10.04,JUNGLE,106.36,41.24,13826.36,1,16.6,1,447.44,189577.08,805637,26.148000000000003,18.63733333333333
GunnerJL,88,GOLD,11,14,0.44,6.72,7.0,6.08,NONE,39.48,90.8,11421.64,1,28.88,0,508.44,132892.36,712414,27.718666666666664,22.054666666666662
Its me Goku,588,GOLD,12,13,0.48,8.24,7.16,8.8,JUNGLE,82.28,60.84,12620.52,1,18.36,1,516.52,179770.72,688994,27.758666666666667,16.580666666666666
kasaitaitan,567,GOLD,11,14,0.44,8.24,7.12,6.56,ADC,6.52,137.8,14761.72,1,18.24,0,500.08,149144.32,687341,28.171333333333333,14.060666666666666
MrTrash,442,GOLD,11,14,0.44,8.24,6.4,8.56,ADC,14.16,179.8,13923.52,2,17.64,0,685.16,169568.44,583488,30.192666666666664,14.919333333333332
WatsonBadAss,295,GOLD,15,10,0.6,8.64,5.4,6.76,NONE,30.64,126.24,13066.8,2,16.24,0,447.08,165630.76,735784,25.249333333333333,15.174
In The Shadöw,112,GOLD,14,11,0.56,7.28,8.04,9.76,JUNGLE,124.6,78.08,13413.92,1,16.48,1,542.12,265494.12,951222,30.636000000000003,16.754666666666665
ChuckMorris420,319,GOLD,14,11,0.56,3.4,5.68,12.76,SUPPORT,1.2,39.0,9401.44,1,57.44,0,608.12,48664.56,451199,28.636666666666667,17.477333333333334
Standef1,528,GOLD,15,10,0.6,7.16,4.56,4.68,TOP,11.12,222.2,14207.92,3,18.16,0,622.12,199075.48,773166,32.082,12.972
Alfredoxx,682,GOLD,15,10,0.6,9.36,7.72,12.88,MIDDLE,15.12,91.96,14747.96,1,10.36,0,384.92,122751.56,838099,26.522,10.635333333333334
jsuis p2 nero,472,GOLD,12,13,0.48,6.84,5.56,6.6,NONE,1.72,79.76,16077.76,1,7.84,0,295.12,91287.96,728035,23.526,18.793333333333333
Compared Child ,1059,GOLD,13,12,0.52,11.64,7.24,6.4,JUNGLE,104.72,60.12,13411.84,1,16.52,1,553.76,214305.32,771831,28.984,12.436
Sarciaaa,236,GOLD,11,14,0.44,7.4,5.76,9.48,MIDDLE,9.8,105.84,10995.8,1,38.04,0,651.48,87904.72,513286,28.41133333333333,5.257333333333333
Xasnax,529,GOLD,13,12,0.52,7.4,6.2,13.96,JUNGLE,77.48,86.88,12782.72,2,27.04,1,712.56,185217.68,758487,30.14333333333333,18.482666666666667
jiaaggg,451,GOLD,13,12,0.52,6.8,6.8,9.52,NONE,2.8,50.32,13344.48,0,4.88,0,241.64,83605.12,715639,18.927333333333333,16.025333333333332
homeryxxx,442,GOLD,13,12,0.52,6.4,9.84,18.64,NONE,0.16,40.64,12397.28,1,15.2,0,250.08,59107.56,721250,21.974666666666668,17.812666666666665
Cookie Fragile,635,GOLD,11,14,0.44,8.36,4.12,5.72,MIDDLE,13.24,129.52,14950.56,1,19.64,0,621.92,148246.6,664838,27.966,21.396
LastExilePS,218,GOLD,14,11,0.56,4.96,4.72,8.12,ADC,10.92,181.32,12140.08,2,22.36,0,690.28,156381.16,427844,29.60333333333333,18.608
Meshack,690,GOLD,12,13,0.48,7.96,7.24,10.2,TOP,45.6,104.12,12759.56,1,14.88,0,488.0,154234.92,791177,27.64933333333333,15.124666666666666
manul12354,873,GOLD,7,18,0.28,9.76,8.04,12.76,ADC,6.76,160.52,14496.72,1,10.96,0,604.0,154993.44,640824,29.114,15.42
Tréning LIFE,343,GOLD,16,9,0.64,8.48,7.04,8.84,MIDDLE,1.32,135.88,12106.28,2,21.96,0,515.72,115029.56,512501,28.673333333333336,17.180666666666664
suicidgefährdet,672,GOLD,15,10,0.6,6.2,7.28,9.76,MIDDLE,13.8,122.8,12159.12,2,33.76,0,543.96,126978.08,692369,31.89,17.326666666666664
Serilum,462,GOLD,15,10,0.6,10.36,5.52,7.92,ADC,10.84,168.08,15747.0,2,13.2,0,594.88,158917.52,626202,29.723333333333336,17.217333333333332
veryfunnyhaha,599,GOLD,10,15,0.4,8.76,7.96,11.24,JUNGLE,118.76,40.4,14005.48,1,16.32,1,471.2,220838.96,789023,28.302666666666667,17.418666666666663
VikingTryndamere,647,GOLD,11,14,0.44,4.12,4.76,4.4,TOP,13.8,204.48,12766.8,3,19.36,0,743.88,198080.2,856078,31.092,16.081333333333333
